"","Country","Region","Happiness Score_2015","Explained by: GDP per capita_2015","Explained by: Social support_2015","Explained by: Healthy life expectancy_2015","Explained by: Freedom to make life choices_2015","Explained by: Generosity_2015","Explained by: Perceptions of corruption_2015","Happiness Score_2016","Explained by: GDP per capita_2016","Explained by: Social support_2016","Explained by: Healthy life expectancy_2016","Explained by: Freedom to make life choices_2016","Explained by: Generosity_2016","Explained by: Perceptions of corruption_2016","Happiness Score_2017","Explained by: GDP per capita_2017","Explained by: Social support_2017","Explained by: Healthy life expectancy_2017","Explained by: Freedom to make life choices_2017","Explained by: Generosity_2017","Explained by: Perceptions of corruption_2017","Happiness Score_2018","Explained by: GDP per capita_2018","Explained by: Social support_2018","Explained by: Healthy life expectancy_2018","Explained by: Freedom to make life choices_2018","Explained by: Generosity_2018","Explained by: Perceptions of corruption_2018","Happiness Score_2019","Explained by: GDP per capita_2019","Explained by: Social support_2019","Explained by: Healthy life expectancy_2019","Explained by: Freedom to make life choices_2019","Explained by: Generosity_2019","Explained by: Perceptions of corruption_2019","Happiness Score_2020","Explained by: GDP per capita_2020","Explained by: Social support_2020","Explained by: Healthy life expectancy_2020","Explained by: Freedom to make life choices_2020","Explained by: Generosity_2020","Explained by: Perceptions of corruption_2020","Happiness Score_2021","Explained by: GDP per capita_2021","Explained by: Social support_2021","Explained by: Healthy life expectancy_2021","Explained by: Freedom to make life choices_2021","Explained by: Generosity_2021","Explained by: Perceptions of corruption_2021","Happiness Score_2022","Explained by: GDP per capita_2022","Explained by: Social support_2022","Explained by: Healthy life expectancy_2022","Explained by: Freedom to make life choices_2022","Explained by: Generosity_2022","Explained by: Perceptions of corruption_2022"
"11","Bangladesh","South Asia",4.69399976730347,0.397527933120728,0.431060433387756,0.601635932922363,0.408203363418579,0.212217539548874,0.125694423913956,4.64300012588501,0.541766881942749,0.247490912675858,0.529888510704041,0.397775202989578,0.191324383020401,0.125833660364151,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,4.50040006637573,0.532337546348572,0.849565088748932,0.578533232212067,0.57963240146637,0.152980029582977,0.143806591629982,4.45580005645752,0.562269628047943,0.928245067596436,0.722728550434113,0.52739155292511,0.165772661566734,0.143401637673378,4.83279991149902,0.556156277656555,0.868800580501556,0.694940507411957,0.604130566120148,0.176745116710663,0.176735907793045,5.0246000289917,0.635474145412445,0.519957065582275,0.51405918598175,0.602648794651031,0.161001101136208,0.164317727088928,5.15549993515015,1.06025636196136,0.613713145256042,0.580691277980804,0.622273147106171,0.12493634223938,0.186704367399216
"12","Belarus","Commonwealth of Independent States",5.81300020217896,1.0319230556488,1.23288512229919,0.736076772212982,0.37937718629837,0.110463827848434,0.190902456641197,5.80200004577637,1.13062238693237,1.04992973804474,0.631036281585693,0.290910363197327,0.139418795704842,0.174569636583328,5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.15513750910759,0.156313821673393,5.48330020904541,1.0387806892395,1.49776136875153,0.700122237205505,0.307283222675323,0.100974969565868,0.154366195201874,5.32250022888184,1.06702744960785,1.46544218063354,0.788668632507324,0.23486590385437,0.0941325351595879,0.141593024134636,5.5398998260498,1.01885449886322,1.38713932037354,0.75258857011795,0.290755867958069,0.0899330601096153,0.193607434630394,5.53350019454956,1.12424433231354,1.00715136528015,0.559822618961334,0.325983673334122,0.0703408643603325,0.199388071894646,NA,NA,NA,NA,NA,NA,NA
"13","Belgium","Western Europe",6.93699979782104,1.30781602859497,1.28566360473633,0.896666646003723,0.58450323343277,0.22249773144722,0.225395664572716,6.92899990081787,1.42539048194885,1.05248713493347,0.819593667984009,0.513537585735321,0.242399334907532,0.262475788593292,6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,6.92689990997314,1.32352244853973,1.48287582397461,0.894324600696564,0.582692801952362,0.18803545832634,0.240393251180649,6.9229998588562,1.35567367076874,1.50430619716644,0.986164271831512,0.472559094429016,0.159797638654709,0.209665030241013,6.86350011825562,1.29584276676178,1.39867758750916,0.964901149272919,0.499805420637131,0.146966159343719,0.208724051713943,6.83400011062622,1.46308195590973,0.997890293598175,0.747104644775391,0.488648325204849,0.0879252925515175,0.187337666749954,6.80499982833862,1.90725779533386,1.10615277290344,0.763656318187714,0.491943001747131,0.0493561327457428,0.203541144728661
"14","Benin","Sub-Saharan Africa",3.33999991416931,0.28665491938591,0.353862106800079,0.319097846746445,0.48449632525444,0.182599991559982,0.0800997614860535,3.48399996757507,0.394992262125015,0.104188948869705,0.210283666849136,0.397465467453003,0.20180082321167,0.0668050646781921,3.65700006484985,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.207948461174965,0.0609290152788162,4.14139986038208,0.377803832292557,0.372498482465744,0.240425631403923,0.43974980711937,0.163235366344452,0.0668337047100067,4.88320016860962,0.393273055553436,0.437461227178574,0.396601945161819,0.349441289901733,0.175394043326378,0.0815335884690285,5.21600008010864,0.366244703531265,0.352428436279297,0.328062951564789,0.405839890241623,0.196670427918434,0.12593187391758,5.04519987106323,0.507160604000092,0.0583856403827667,0.196363002061844,0.457209289073944,0.165918275713921,0.17768806219101,4.62319993972778,0.931734204292297,0.0637338533997536,0.334597557783127,0.478824824094772,0.126722663640976,0.229652389883995
"15","Bhutan","South Asia",5.25299978256226,0.77042144536972,1.10394978523254,0.574066400527954,0.5320645570755,0.479982405900955,0.154448419809341,5.19600009918213,0.852699220180511,0.908361613750458,0.497591704130173,0.460738599300385,0.48545503616333,0.161598592996597,5.01100015640259,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.474054545164108,0.173380389809608,5.08209991455078,0.796362400054932,1.3346152305603,0.526566803455353,0.541495323181152,0.364007264375687,0.170820683240891,5.08209991455078,0.813283860683441,1.3207631111145,0.604196667671204,0.456544518470764,0.370482951402664,0.167207896709442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Bolivia","Latin America and Caribbean",5.8899998664856,0.681333243846893,0.9784135222435,0.539196729660034,0.574137926101685,0.205364033579826,0.0879974290728569,5.82200002670288,0.794215559959412,0.837788462638855,0.469702064990997,0.50960785150528,0.216978400945663,0.0774570479989052,5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799,5.75190019607544,0.751110255718231,1.22306048870087,0.508388459682465,0.605736494064331,0.141153305768967,0.0538231916725636,5.77930021286011,0.775684595108032,1.20919370651245,0.706299722194672,0.511490106582642,0.136560887098312,0.0644494071602821,5.74749994277954,0.730976343154907,1.14235055446625,0.662445664405823,0.574464499950409,0.138375073671341,0.0729426369071007,5.71589994430542,0.842107236385345,0.781760096549988,0.485753208398819,0.599769413471222,0.137535139918327,0.063987709581852,5.60029983520508,1.2558046579361,0.879862129688263,0.555287420749664,0.626860737800598,0.111629873514175,0.0641806647181511
"17","Bosnia and Herzegovina","Central and Eastern Europe",4.94899988174438,0.832231998443604,0.91915500164032,0.790806829929352,0.0924498960375786,0.248084306716919,0.00226567196659744,5.16300010681152,0.9338259100914,0.643669307231903,0.707662224769592,0.0951133593916893,0.298890560865402,0,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0,5.12939977645874,0.914917349815369,1.07805216312408,0.757558047771454,0.280308336019516,0.215923264622688,0,5.38649988174438,0.945077538490295,1.21160626411438,0.844562232494354,0.212316319346428,0.262889266014099,0.00552299758419394,5.67409992218018,0.918395459651947,1.20398652553558,0.813928186893463,0.305365741252899,0.264005243778229,0.00117248704191297,5.81309986114502,1.03228580951691,0.918712019920349,0.617946147918701,0.394984155893326,0.261374622583389,0.00518509093672037,5.76800012588501,1.46825528144836,1.06801795959473,0.664843499660492,0.448137015104294,0.243935257196426,0.00550480233505368
"18","Botswana","Sub-Saharan Africa",4.33199977874756,0.993545472621918,1.10463547706604,0.0477600954473019,0.494949549436569,0.104605667293072,0.12474299967289,3.97399997711182,1.09425735473633,0.891864955425262,0.347515285015106,0.440892040729523,0.12425172328949,0.107694759964943,3.76600003242493,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0993484482169151,0.0985831990838051,3.58979988098145,1.01657462120056,1.17361521720886,0.416565388441086,0.556795656681061,0.0423686727881432,0.092258557677269,3.48839998245239,1.04094457626343,1.14531767368317,0.538402438163757,0.455443173646927,0.024992935359478,0.100037552416325,3.47889995574951,0.997548997402191,1.08569478988647,0.494101732969284,0.509089410305023,0.033407486975193,0.101786367595196,3.46650004386902,1.09919774532318,0.724478185176849,0.3398677110672,0.538626194000244,0.0273939240723848,0.0884678140282631,NA,NA,NA,NA,NA,NA,NA
"19","Brazil","Latin America and Caribbean",6.98299980163574,0.981237053871155,1.23287308216095,0.697023212909698,0.490489631891251,0.145738527178764,0.17521308362484,6.9520001411438,1.0875415802002,1.03937768936157,0.614152610301971,0.404254823923111,0.157763063907623,0.141658946871758,6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,6.41890001296997,0.985896050930023,1.4743058681488,0.675137639045715,0.493463695049286,0.110258348286152,0.0878032743930817,6.29979991912842,1.00413811206818,1.43889820575714,0.801733672618866,0.389860838651657,0.0992254167795181,0.0856592208147049,6.37559986114502,0.952679872512817,1.36346411705017,0.766119062900543,0.483292728662491,0.131674587726593,0.106518603861332,6.33010005950928,1.02784514427185,0.943968415260315,0.570778727531433,0.514313519001007,0.141625821590424,0.11666901409626,6.292799949646,1.46188580989838,1.0441974401474,0.614586710929871,0.546346187591553,0.131041124463081,0.134277865290642
"20","Bulgaria","Central and Eastern Europe",4.21799993515015,1.01215577125549,1.10613942146301,0.766490280628204,0.305869936943054,0.11921064555645,0.00872063916176558,4.21700000762939,1.11306464672089,0.925417423248291,0.678056240081787,0.212191104888916,0.127929702401161,0.00615380983799696,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,4.93310022354126,1.05443739891052,1.5152291059494,0.712353706359863,0.358757168054581,0.0642126351594925,0.00934199150651693,5.01100015640259,1.09151208400726,1.51342511177063,0.814920544624329,0.310784578323364,0.0807363018393517,0.00436103297397494,5.10150003433228,1.04655468463898,1.46057891845703,0.777776896953583,0.417820066213608,0.103833712637424,0,5.26550006866455,1.18096673488617,1.05475652217865,0.583357036113739,0.494172513484955,0.125027358531952,0.004608572460711,5.37090015411377,1.62494575977325,1.16289603710175,0.640314996242523,0.562840461730957,0.123274512588978,0.0212211403995752
"21","Burkina Faso","Sub-Saharan Africa",3.58699989318848,0.258115261793137,0.851884007453918,0.271246433258057,0.394925206899643,0.217465698719025,0.128319770097733,3.73900008201599,0.319952011108398,0.630537152290344,0.21296638250351,0.333697378635406,0.243525132536888,0.125326842069626,4.03200006484985,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.250864684581757,0.120328105986118,4.42439985275269,0.313666790723801,1.09674203395844,0.254065334796906,0.311635315418243,0.175455018877983,0.12793080508709,4.58680009841919,0.330899834632874,1.05591666698456,0.379970908164978,0.25453770160675,0.177320837974548,0.113175384700298,4.76870012283325,0.30246764421463,0.929385900497437,0.312833875417709,0.322398155927658,0.186390608549118,0.12640805542469,4.83379983901978,0.364313334226608,0.472349762916565,0.178664997220039,0.380639672279358,0.182351872324944,0.122073240578175,4.67049980163574,0.779102385044098,0.564920902252197,0.319686502218246,0.382119208574295,0.186452925205231,0.125541836023331
"22","Burundi","Sub-Saharan Africa",2.90499997138977,0.0153030194342136,0.415867239236832,0.223960980772972,0.118495754897594,0.197268694639206,0.10061988979578,2.90499997138977,0.0683097317814827,0.234424442052841,0.157467260956764,0.0432013496756554,0.202902168035507,0.094187505543232,2.90499997138977,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.204435184597969,0.0841479450464249,2.90450000762939,0.090806245803833,0.626902341842651,0.145325094461441,0.0648504197597504,0.148904055356979,0.0759533494710922,3.77530002593994,0.0458218716084957,0.447459757328033,0.380298227071762,0.219908758997917,0.176040261983871,0.180368945002556,3.77530002593994,0,0.403575271368027,0.295212835073471,0.275399059057236,0.187401786446571,0.212186828255653,3.77530002593994,0,0.06247328966856,0.155018091201782,0.297639608383179,0.17239798605442,0.211985215544701,NA,NA,NA,NA,NA,NA,NA
"23","Cambodia","Southeast Asia",3.81900000572205,0.460380256175995,0.627356290817261,0.611137866973877,0.662456035614014,0.403591364622116,0.0724706202745438,3.90700006484985,0.556039333343506,0.53749817609787,0.424944221973419,0.588519155979156,0.403388410806656,0.080922894179821,4.16800022125244,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,4.4326000213623,0.548668622970581,1.08826005458832,0.456770122051239,0.696382701396942,0.256326526403427,0.0649257749319077,4.69980001449585,0.573813378810883,1.12244760990143,0.637100696563721,0.608707249164581,0.231679260730743,0.0615877211093903,4.8484001159668,0.544634938240051,1.07142603397369,0.587904334068298,0.674940347671509,0.233342081308365,0.0728375017642975,4.83039999008179,0.602682948112488,0.68034440279007,0.425885051488876,0.701906800270081,0.210121989250183,0.0611495487391949,4.64029979705811,1.01914608478546,0.732099831104279,0.504821598529816,0.740038573741913,0.165948957204819,0.0679185539484024
"24","Cameroon","Sub-Saharan Africa",4.2519998550415,0.422499567270279,0.887671172618866,0.234023600816727,0.493090122938156,0.206180542707443,0.0578570701181889,4.51300001144409,0.524972677230835,0.625419080257416,0.126975923776627,0.427361518144608,0.22679528594017,0.0612634867429733,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,4.97529983520508,0.53466135263443,0.890813171863556,0.182390257716179,0.453617990016937,0.182793661952019,0.0433999858796597,5.04370021820068,0.548960030078888,0.910110652446747,0.330502897500992,0.38098070025444,0.186872318387032,0.0367841571569443,5.08489990234375,0.50395804643631,0.899726450443268,0.270189553499222,0.439242482185364,0.198020100593567,0.0543934218585491,5.14179992675781,0.542844951152802,0.556493401527405,0.158649787306786,0.425233155488968,0.204702213406563,0.0584897063672543,5.04759979248047,0.968023061752319,0.671699643135071,0.316626369953156,0.397128611803055,0.151782393455505,0.0735725611448288
"25","Canada","North America and ANZ",7.42700004577637,1.32629156112671,1.32260811328888,0.905630886554718,0.632967591285706,0.458109021186829,0.329573005437851,7.40399980545044,1.44014775753021,1.09609818458557,0.827603578567505,0.573700189590454,0.448341369628906,0.313291996717453,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,7.32849979400635,1.33041179180145,1.53190982341766,0.895845651626587,0.653067052364349,0.320637285709381,0.290906965732574,7.27810001373291,1.36489605903625,1.50474095344543,1.0388115644455,0.583951890468597,0.285020351409912,0.308037906885147,7.23210000991821,1.30164766311646,1.43539190292358,1.02250194549561,0.644028127193451,0.281528919935226,0.351701855659485,7.10330009460449,1.44667911529541,1.04435956478119,0.797508537769318,0.64848530292511,0.246224120259285,0.334586828947067,7.02510023117065,1.88645327091217,1.18776273727417,0.78314334154129,0.658886194229126,0.216965392231941,0.368206232786179
"26","Central African Republic","Sub-Saharan Africa",3.67799997329712,0.0785012319684029,0,0.0669917911291122,0.488794893026352,0.238348737359047,0.0828929841518402,NA,NA,NA,NA,NA,NA,NA,2.69300007820129,0,0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,3.08299994468689,0.0239054299890995,0,0.0101000545546412,0.305280297994614,0.218356087803841,0.0383443087339401,3.08299994468689,0.0264083109796047,0,0.105345539748669,0.225276604294777,0.235050067305565,0.0352678038179874,3.47589993476868,0.0410720817744732,0,0,0.292814463376999,0.253513216972351,0.0282647181302309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Chad","Sub-Saharan Africa",3.66700005531311,0.341928660869598,0.760618269443512,0.150100246071815,0.235005915164948,0.183861568570137,0.0526872053742409,3.76300001144409,0.422141939401627,0.631775617599487,0.0382350906729698,0.128071576356888,0.186667084693909,0.0495247319340706,3.93600010871887,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.216113850474358,0.0535818822681904,4.30060005187988,0.357829451560974,0.907013118267059,0.0528424568474293,0.188905477523804,0.18081633746624,0.0599477216601372,4.34950017929077,0.349959969520569,0.766445815563202,0.191834211349487,0.173739731311798,0.198252975940704,0.0781343951821327,4.42269992828369,0.302287489175797,0.739118278026581,0.108744099736214,0.228601768612862,0.210805088281631,0.0857554078102112,4.35540008544922,0.254583954811096,0.353039443492889,0,0.239568710327148,0.214942246675491,0.0844569355249405,NA,NA,NA,NA,NA,NA,NA
"28","Chile","Latin America and Caribbean",6.67000007629395,1.10715317726135,1.12446570396423,0.858567655086517,0.441320776939392,0.333633869886398,0.128691047430038,6.70499992370605,1.21669626235962,0.905871033668518,0.81883317232132,0.377893388271332,0.315953463315964,0.114507757127285,6.65199995040894,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088,6.47620010375977,1.13130509853363,1.33102059364319,0.808375120162964,0.431229501962662,0.197056353092194,0.0606111101806164,6.44399976730347,1.15893530845642,1.36875343322754,0.92027735710144,0.356586545705795,0.186613082885742,0.0561071410775185,6.22849988937378,1.09699249267578,1.32328689098358,0.889260828495026,0.417482227087021,0.155579000711441,0.0628493502736092,6.17189979553223,1.20035552978516,0.9455326795578,0.677834630012512,0.4377621114254,0.159079566597939,0.0695042163133621,6.17180013656616,1.65135812759399,1.07974720001221,0.748458504676819,0.460021942853928,0.123672418296337,0.0685937702655792
"29","China","East Asia",5.1399998664856,0.890115082263947,0.9467453956604,0.816581010818481,0.516971170902252,0.0818544775247574,0.0278115551918745,5.24499988555908,1.02779710292816,0.793808102607727,0.735614955425262,0.440123587846756,0.0495882071554661,0.0274517647922039,5.27299976348877,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,5.24580001831055,0.989317059516907,1.14197683334351,0.799402475357056,0.596788108348846,0.0286510866135359,0.103335373103619,5.19089984893799,1.02850985527039,1.12476372718811,0.893324851989746,0.521174490451813,0.0577902123332024,0.0996181294322014,5.12389993667603,0.990533411502838,1.13208067417145,0.86724853515625,0.601605117321014,0.079021044075489,0.117255553603172,5.3390998840332,1.06133842468262,0.78453516960144,0.665028274059296,0.635849356651306,0.0927919894456863,0.117312394082546,5.58529996871948,1.50844609737396,0.958373129367828,0.704509496688843,0.656482458114624,0.0992905125021935,0.142256319522858
"30","Colombia","Latin America and Caribbean",6.47700023651123,0.918612778186798,1.24018430709839,0.690768897533417,0.534660339355469,0.184008613228798,0.0511985905468464,6.48099994659424,1.03031611442566,1.02169418334961,0.596591532230377,0.447348237037659,0.156259283423424,0.0539888292551041,6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,6.2600998878479,0.960427522659302,1.43882095813751,0.635055601596832,0.53142637014389,0.0985910594463348,0.0394277833402157,6.12480020523071,0.985325396060944,1.40968418121338,0.84126615524292,0.469644963741302,0.0986473187804222,0.0341278985142708,6.16340017318726,0.932203710079193,1.3344509601593,0.81002014875412,0.52689003944397,0.0923740938305855,0.0458483695983887,6.01240015029907,1.02075123786926,0.865693628787994,0.614887297153473,0.553949117660522,0.100040294229984,0.0627961680293083,5.78060007095337,1.45173418521881,0.928616404533386,0.720436155796051,0.545015215873718,0.0871150940656662,0.0767243728041649
"31","Comoros","Sub-Saharan Africa",3.95600008964539,0.239056795835495,0.792731821537018,0.363150596618652,0.229166030883789,0.174410492181778,0.199003264307976,3.95600008964539,0.275094002485275,0.603230714797974,0.299808353185654,0.154117792844772,0.182702526450157,0.184365198016167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9728000164032,0.274484246969223,0.757133901119232,0.505417943000793,0.141641288995743,0.274911969900131,0.0780986025929451,4.28859996795654,0.415620774030685,0.723232805728912,0.437383323907852,0.181028231978416,0.258538275957108,0.100048534572124,4.28859996795654,0.487523943185806,0.367373377084732,0.27939185500145,0.201829001307487,0.241182312369347,0.101220056414604,NA,NA,NA,NA,NA,NA,NA
"32","Congo (Brazzaville)","Sub-Saharan Africa",3.98900008201599,0.678661227226257,0.662895381450653,0.310509413480759,0.414661437273026,0.123883105814457,0.116855278611183,4.23600006103516,0.771092891693115,0.477987349033356,0.282115191221237,0.379376739263535,0.120770879089832,0.0975292697548866,4.29099988937378,0.808964252471924,0.832044363021851,0.28995743393898,0.435025870800018,0.120852127671242,0.0796181336045265,4.55870008468628,0.681599318981171,0.810759425163269,0.34297451376915,0.513789057731628,0.0914930775761604,0.0773010477423668,4.81150007247925,0.672649919986725,0.798868179321289,0.508152842521667,0.371835201978683,0.104942366480827,0.092648983001709,5.1943998336792,0.633616745471954,0.75763601064682,0.458101123571396,0.386514395475388,0.117216013371944,0.118670783936977,5.34170007705688,0.517731964588165,0.39174297451973,0.306853443384171,0.38085088133812,0.143914595246315,0.124146185815334,NA,NA,NA,NA,NA,NA,NA
"33","Congo (Kinshasa)","Sub-Saharan Africa",4.51700019836426,0,1.00119519233704,0.0980594381690025,0.226053923368454,0.248336166143417,0.0762452408671379,4.27199983596802,0.056606013327837,0.806764662265778,0.188003927469254,0.156017050147057,0.254578083753586,0.0607489980757236,4.28000020980835,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,4.24490022659302,0.0692258551716805,1.13561642169952,0.204326674342155,0.312345266342163,0.197224453091621,0.052252110093832,4.41809988021851,0.0940791442990303,1.12482583522797,0.357146441936493,0.268523365259171,0.212444126605988,0.0532449707388878,4.31099987030029,0.062487468123436,0.833055019378662,0.277212053537369,0.364622980356216,0.25432488322258,0.0814666450023651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Costa Rica","Latin America and Caribbean",7.22599983215332,0.955781579017639,1.23788106441498,0.860273659229279,0.633759200572968,0.25496581196785,0.105825692415237,7.08699989318848,1.06879484653473,1.02152407169342,0.761464834213257,0.552250742912292,0.225525066256523,0.105465143918991,7.0789999961853,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136,7.07170009613037,1.01008594036102,1.45889365673065,0.816699385643005,0.631519436836243,0.143298998475075,0.100614324212074,7.16739988327026,1.03424954414368,1.44112074375153,0.963105738162994,0.558035373687744,0.144398003816605,0.093470610678196,7.12139987945557,0.981107711791992,1.37485361099243,0.939635336399078,0.645017743110657,0.131266310811043,0.0963620916008949,7.0693998336792,1.13356995582581,0.965847313404083,0.721924483776093,0.67252391576767,0.105472691357136,0.0832806006073952,6.58199977874756,1.58427369594574,1.05444359779358,0.744211971759796,0.661385297775269,0.0889740139245987,0.102405294775963
"35","Croatia","Central and Eastern Europe",5.75899982452393,1.08253884315491,0.79624217748642,0.788052320480347,0.258832991123199,0.054439652711153,0.0242980718612671,5.48799991607666,1.18648588657379,0.608087182044983,0.705240666866302,0.239070639014244,0.184344917535782,0.0400246046483517,5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,5.32119989395142,1.11491966247559,1.16097056865692,0.737016618251801,0.380374670028687,0.120023772120476,0.0389480590820312,5.43179988861084,1.15468215942383,1.26578235626221,0.913788199424744,0.296157687902451,0.119423843920231,0.022072920575738,5.50470018386841,1.10902428627014,1.31126487255096,0.900575578212738,0.381456881761551,0.113998979330063,0.0123250056058168,5.88170003890991,1.25140643119812,1.03858363628387,0.703010022640228,0.452573746442795,0.111205630004406,0,6.12519979476929,1.70536005496979,1.18327748775482,0.70873886346817,0.534610450267792,0.109145440161228,0
"36","Cyprus","Western Europe",5.68900012969971,1.20812594890594,0.893179833889008,0.923563897609711,0.406720489263535,0.306380063295364,0.06145940721035,5.5460000038147,1.31856548786163,0.706973850727081,0.848804116249084,0.295066028833389,0.279059797525406,0.052277434617281,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443,5.76249980926514,1.22881591320038,1.190749168396,0.909132301807404,0.422753512859344,0.202494576573372,0.0349761806428432,6.04580020904541,1.26315593719482,1.22308588027954,1.04215610027313,0.405807077884674,0.190482020378113,0.0406218059360981,6.15899991989136,1.21279942989349,1.14917075634003,1.02612459659576,0.459385871887207,0.227932333946228,0.0512071438133717,6.22349977493286,1.37677359580994,0.765314161777496,0.800586581230164,0.463953614234924,0.178244113922119,0.0606898404657841,6.22090005874634,1.81506526470184,0.90931499004364,0.819165170192719,0.448146343231201,0.123326621949673,0.0617797039449215
"37","Czech Republic","Central and Eastern Europe",6.50500011444092,1.17898190021515,1.20643448829651,0.844831705093384,0.463643372058868,0.106857106089592,0.0265197120606899,6.59600019454956,1.30915343761444,1.00793170928955,0.763755083084106,0.414177060127258,0.0992866009473801,0.039855569601059,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,6.7108998298645,1.23346829414368,1.48931849002838,0.854075908660889,0.54264235496521,0.0639665722846985,0.0336368381977081,6.85209989547729,1.26905596256256,1.48743009567261,0.920190989971161,0.456877946853638,0.0460695661604404,0.0364916101098061,6.9109001159668,1.21232235431671,1.40528666973114,0.89456444978714,0.505744576454163,0.0463259294629097,0.0498032234609127,6.96470022201538,1.36982464790344,1.09019327163696,0.703239262104034,0.580020785331726,0.0520636141300201,0.0456371530890465,NA,NA,NA,NA,NA,NA,NA
"38","Denmark","Western Europe",7.52699995040894,1.32547760009766,1.36058080196381,0.874641358852386,0.649383723735809,0.34138622879982,0.483573466539383,7.52600002288818,1.44178438186646,1.16374492645264,0.795040130615234,0.579412579536438,0.36170956492424,0.444532185792923,7.52199983596802,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,7.55530023574829,1.35115301609039,1.59045279026031,0.86793315410614,0.683250784873962,0.284391671419144,0.407916992902756,7.60010004043579,1.38343858718872,1.57259500026703,0.996018886566162,0.592356085777283,0.252319991588593,0.410473197698593,7.64559984207153,1.32694852352142,1.50344920158386,0.979332566261292,0.665039896965027,0.242793396115303,0.495260328054428,7.61950016021729,1.50154805183411,1.10800766944885,0.76286244392395,0.686160326004028,0.207614570856094,0.484992682933807,7.63619995117188,1.95259487628937,1.24268126487732,0.776643514633179,0.718918442726135,0.187625706195831,0.532078921794891
"39","Djibouti","Sub-Saharan Africa",4.36899995803833,0.440250933170319,0.592065930366516,0.362909466028214,0.460744619369507,0.180925995111465,0.281047523021698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
